userid,totaltweets,following,followers,followers_following_ratio,avg_retweetcount,avg_words_per_tweet,daily_tweet_count,unique_language_count,Max_tweets_in_1hr,label
989654,0,0,9687,0,21,0,0,0,0,1
932914,0,0,6927,0,100,0,0,0,0,1
277191,0,0,8840,0,90,0,0,0,0,1
813444,0,0,1402,0,55,0,0,0,0,1
773692,0,0,2818,0,43,0,0,0,0,1
363648,0,0,6982,0,69,0,0,0,0,1
621392,0,0,9160,0,44,0,0,0,0,1
182875,0,0,3505,0,90,0,0,0,0,1
793675,0,0,2293,0,50,0,0,0,0,1
329567,0,0,1045,0,10,0,0,0,0,1
143248,0,0,2166,0,54,0,0,0,0,1
890821,0,0,1064,0,32,0,0,0,0,1
379487,0,0,2708,0,62,0,0,0,0,1
680401,0,0,9650,0,36,0,0,0,0,1
281381,0,0,7458,0,50,0,0,0,0,1
877945,0,0,6609,0,64,0,0,0,0,1
809042,0,0,8964,0,94,0,0,0,0,1
523023,0,0,1844,0,91,0,0,0,0,1
454304,0,0,1848,0,33,0,0,0,0,1
425433,0,0,2144,0,26,0,0,0,0,1
343105,0,0,7142,0,89,0,0,0,0,1
402768,0,0,8931,0,12,0,0,0,0,1
642006,0,0,2141,0,38,0,0,0,0,1
398164,0,0,8686,0,80,0,0,0,0,1
764571,0,0,6521,0,29,0,0,0,0,1
988265,0,0,6889,0,29,0,0,0,0,1
277174,0,0,46,0,24,0,0,0,0,1
519943,0,0,8809,0,53,0,0,0,0,1
268593,0,0,6466,0,33,0,0,0,0,1
458882,0,0,711,0,57,0,0,0,0,1
302316,0,0,6980,0,73,0,0,0,0,1
370347,0,0,3600,0,76,0,0,0,0,1
985812,0,0,3802,0,59,0,0,0,0,1
107285,0,0,8550,0,57,0,0,0,0,1
557648,0,0,6191,0,100,0,0,0,0,1
485964,0,0,6519,0,45,0,0,0,0,1
717742,0,0,8166,0,64,0,0,0,0,1
855051,0,0,51,0,99,0,0,0,0,1
649177,0,0,4813,0,99,0,0,0,0,1
237899,0,0,6467,0,89,0,0,0,0,1
983331,0,0,7843,0,79,0,0,0,0,1
967775,0,0,3341,0,84,0,0,0,0,1
182027,0,0,1263,0,15,0,0,0,0,1
177139,0,0,6950,0,17,0,0,0,0,1
603842,0,0,428,0,12,0,0,0,0,1
843122,0,0,3048,0,86,0,0,0,0,1
853141,0,0,3163,0,80,0,0,0,0,1
386516,0,0,212,0,68,0,0,0,0,1
992097,0,0,7184,0,53,0,0,0,0,1
466338,0,0,6365,0,12,0,0,0,0,1
388825,0,0,7410,0,55,0,0,0,0,1
364519,0,0,1754,0,5,0,0,0,0,1
279862,0,0,8067,0,86,0,0,0,0,1
840740,0,0,4342,0,13,0,0,0,0,1
251086,0,0,4868,0,42,0,0,0,0,1
598694,0,0,3094,0,19,0,0,0,0,1
606536,0,0,8254,0,1,0,0,0,0,1
320295,0,0,1574,0,10,0,0,0,0,1
904945,0,0,2298,0,20,0,0,0,0,1
712676,0,0,285,0,43,0,0,0,0,1
645210,0,0,2677,0,99,0,0,0,0,1
701015,0,0,7103,0,50,0,0,0,0,1
430085,0,0,7133,0,50,0,0,0,0,1
430073,0,0,2385,0,51,0,0,0,0,1
623850,0,0,1699,0,77,0,0,0,0,1
889161,0,0,3958,0,72,0,0,0,0,1
448857,0,0,6655,0,40,0,0,0,0,1
992265,0,0,321,0,44,0,0,0,0,1
898917,0,0,8642,0,47,0,0,0,0,1
314638,0,0,1210,0,41,0,0,0,0,1
463386,0,0,7863,0,98,0,0,0,0,1
179424,0,0,1705,0,17,0,0,0,0,1
274269,0,0,3103,0,94,0,0,0,0,1
744137,0,0,2228,0,37,0,0,0,0,1
761617,0,0,7912,0,44,0,0,0,0,1
239810,0,0,871,0,48,0,0,0,0,1
806298,0,0,5068,0,62,0,0,0,0,1
381558,0,0,9520,0,37,0,0,0,0,1
931033,0,0,8536,0,89,0,0,0,0,1
991699,0,0,3657,0,79,0,0,0,0,1
570955,0,0,7751,0,21,0,0,0,0,1
846627,0,0,5695,0,84,0,0,0,0,1
521103,0,0,9377,0,6,0,0,0,0,1
460486,0,0,9874,0,35,0,0,0,0,1
752790,0,0,9259,0,9,0,0,0,0,1
746723,0,0,2632,0,5,0,0,0,0,1
711427,0,0,3566,0,73,0,0,0,0,1
735202,0,0,9259,0,89,0,0,0,0,1
834070,0,0,9853,0,36,0,0,0,0,1
261082,0,0,2631,0,8,0,0,0,0,1
338220,0,0,1121,0,10,0,0,0,0,1
683602,0,0,7206,0,7,0,0,0,0,1
295990,0,0,778,0,93,0,0,0,0,1
825959,0,0,3525,0,37,0,0,0,0,1
837483,0,0,9995,0,63,0,0,0,0,1
899350,0,0,4162,0,74,0,0,0,0,1
918082,0,0,9665,0,29,0,0,0,0,1
644866,0,0,3369,0,22,0,0,0,0,1
290799,0,0,4205,0,80,0,0,0,0,1
184202,0,0,705,0,1,0,0,0,0,1
655633,0,0,2073,0,18,0,0,0,0,1
788776,0,0,7652,0,96,0,0,0,0,1
927257,0,0,3475,0,95,0,0,0,0,1
400491,0,0,3702,0,63,0,0,0,0,1
347503,0,0,4136,0,86,0,0,0,0,1
443633,0,0,7791,0,50,0,0,0,0,1
224517,0,0,5765,0,82,0,0,0,0,1
196045,0,0,463,0,42,0,0,0,0,1
294609,0,0,8440,0,7,0,0,0,0,1
690425,0,0,3346,0,92,0,0,0,0,1
548710,0,0,2848,0,0,0,0,0,0,1
586643,0,0,3672,0,27,0,0,0,0,1
509639,0,0,7912,0,17,0,0,0,0,1
184853,0,0,5098,0,93,0,0,0,0,1
894956,0,0,8177,0,2,0,0,0,0,1
852586,0,0,6568,0,42,0,0,0,0,1
218757,0,0,1148,0,71,0,0,0,0,1
193777,0,0,6576,0,40,0,0,0,0,1
322272,0,0,8213,0,78,0,0,0,0,1
112077,0,0,1365,0,80,0,0,0,0,1
481825,0,0,7763,0,2,0,0,0,0,1
186717,0,0,7425,0,78,0,0,0,0,1
357867,0,0,6339,0,19,0,0,0,0,1
985135,0,0,8203,0,7,0,0,0,0,1
527973,0,0,4769,0,65,0,0,0,0,1
824004,0,0,4367,0,79,0,0,0,0,1
569538,0,0,5428,0,38,0,0,0,0,1
243683,0,0,3154,0,28,0,0,0,0,1
209252,0,0,785,0,29,0,0,0,0,1
922778,0,0,7681,0,41,0,0,0,0,1
619800,0,0,1831,0,56,0,0,0,0,1
735946,0,0,7643,0,84,0,0,0,0,1
143484,0,0,9678,0,35,0,0,0,0,1
307221,0,0,7765,0,13,0,0,0,0,1
286256,0,0,3129,0,99,0,0,0,0,1
809864,0,0,3945,0,100,0,0,0,0,1
485841,0,0,2885,0,98,0,0,0,0,1
325337,0,0,7760,0,15,0,0,0,0,1
723384,0,0,3262,0,38,0,0,0,0,1
342319,0,0,4738,0,20,0,0,0,0,1
153229,0,0,6706,0,74,0,0,0,0,1
622845,0,0,1085,0,61,0,0,0,0,1
392924,0,0,8356,0,36,0,0,0,0,1
950097,0,0,6315,0,100,0,0,0,0,1
487784,0,0,757,0,34,0,0,0,0,1
362418,0,0,3557,0,4,0,0,0,0,1
273791,0,0,5134,0,12,0,0,0,0,1
408019,0,0,1928,0,64,0,0,0,0,1
371671,0,0,5317,0,55,0,0,0,0,1
176486,0,0,8354,0,62,0,0,0,0,1
454090,0,0,7580,0,79,0,0,0,0,1
480096,0,0,926,0,89,0,0,0,0,1
706759,0,0,9359,0,47,0,0,0,0,1
741697,0,0,4241,0,26,0,0,0,0,1
538754,0,0,6096,0,54,0,0,0,0,1
403676,0,0,8739,0,31,0,0,0,0,1
399161,0,0,354,0,49,0,0,0,0,1
634981,0,0,9880,0,23,0,0,0,0,1
345102,0,0,7877,0,11,0,0,0,0,1
555948,0,0,1933,0,24,0,0,0,0,1
956688,0,0,8425,0,54,0,0,0,0,1
712295,0,0,4347,0,54,0,0,0,0,1
535036,0,0,5387,0,27,0,0,0,0,1
732715,0,0,9372,0,39,0,0,0,0,1
283667,0,0,1972,0,26,0,0,0,0,1
415555,0,0,6890,0,22,0,0,0,0,1
164259,0,0,2856,0,80,0,0,0,0,1
752726,0,0,9273,0,81,0,0,0,0,1
277399,0,0,2528,0,64,0,0,0,0,1
972855,0,0,676,0,84,0,0,0,0,1
247671,0,0,8309,0,36,0,0,0,0,1
227146,0,0,2211,0,35,0,0,0,0,1
744524,0,0,7837,0,22,0,0,0,0,1
718402,0,0,3855,0,26,0,0,0,0,1
171359,0,0,6,0,25,0,0,0,0,1
664326,0,0,408,0,48,0,0,0,0,1
670936,0,0,9923,0,93,0,0,0,0,1
387587,0,0,2467,0,83,0,0,0,0,1
175594,0,0,1604,0,85,0,0,0,0,1
906971,0,0,2085,0,42,0,0,0,0,1
859311,0,0,3955,0,41,0,0,0,0,1
335067,0,0,306,0,76,0,0,0,0,1
754590,0,0,303,0,23,0,0,0,0,1
953280,0,0,5928,0,31,0,0,0,0,1
267367,0,0,9637,0,9,0,0,0,0,1
807636,0,0,2823,0,41,0,0,0,0,1
221168,0,0,4174,0,43,0,0,0,0,1
212534,0,0,8384,0,59,0,0,0,0,1
272042,0,0,4604,0,17,0,0,0,0,1
596019,0,0,8577,0,40,0,0,0,0,1
609235,0,0,945,0,74,0,0,0,0,1
125679,0,0,6657,0,9,0,0,0,0,1
985010,0,0,4747,0,23,0,0,0,0,1
275218,0,0,5977,0,60,0,0,0,0,1
920003,0,0,9281,0,52,0,0,0,0,1
150481,0,0,9344,0,46,0,0,0,0,1
929225,0,0,8801,0,20,0,0,0,0,1
632487,0,0,38,0,98,0,0,0,0,1
955011,0,0,8821,0,2,0,0,0,0,1
171544,0,0,3511,0,94,0,0,0,0,1
936636,0,0,1205,0,57,0,0,0,0,1
456455,0,0,2107,0,7,0,0,0,0,1
674137,0,0,5207,0,66,0,0,0,0,1
180618,0,0,2479,0,32,0,0,0,0,1
958617,0,0,9433,0,21,0,0,0,0,1
618689,0,0,5110,0,82,0,0,0,0,1
585834,0,0,4908,0,92,0,0,0,0,1
209064,0,0,4666,0,68,0,0,0,0,1
123417,0,0,9239,0,47,0,0,0,0,1
355722,0,0,5939,0,92,0,0,0,0,1
399440,0,0,3743,0,11,0,0,0,0,1
352957,0,0,7147,0,30,0,0,0,0,1
622588,0,0,4117,0,70,0,0,0,0,1
514661,0,0,7134,0,88,0,0,0,0,1
636300,0,0,8139,0,98,0,0,0,0,1
478104,0,0,90,0,94,0,0,0,0,1
877507,0,0,7844,0,63,0,0,0,0,1
178342,0,0,8967,0,40,0,0,0,0,1
218177,0,0,4827,0,99,0,0,0,0,1
940445,0,0,9908,0,61,0,0,0,0,1
510407,0,0,7258,0,62,0,0,0,0,1
593688,0,0,3055,0,32,0,0,0,0,1
960509,0,0,4626,0,19,0,0,0,0,1
910059,0,0,2113,0,53,0,0,0,0,1
274477,0,0,2116,0,36,0,0,0,0,1
148354,0,0,4197,0,91,0,0,0,0,1
220418,0,0,5658,0,69,0,0,0,0,1
874991,0,0,4373,0,0,0,0,0,0,1
932809,0,0,4151,0,22,0,0,0,0,1
303479,0,0,5375,0,88,0,0,0,0,1
822373,0,0,4735,0,72,0,0,0,0,1
662953,0,0,3246,0,12,0,0,0,0,1
742479,0,0,5784,0,12,0,0,0,0,1
176585,0,0,6795,0,95,0,0,0,0,1
786437,0,0,1708,0,57,0,0,0,0,1
363996,0,0,633,0,19,0,0,0,0,1
287506,0,0,6697,0,71,0,0,0,0,1
664152,0,0,325,0,46,0,0,0,0,1
465937,0,0,7875,0,27,0,0,0,0,1
159979,0,0,5901,0,97,0,0,0,0,1
639727,0,0,7616,0,15,0,0,0,0,1
653719,0,0,7288,0,25,0,0,0,0,1
857474,0,0,191,0,74,0,0,0,0,1
295866,0,0,9017,0,74,0,0,0,0,1
335363,0,0,9690,0,28,0,0,0,0,1
189520,0,0,3316,0,76,0,0,0,0,1
742567,0,0,9050,0,14,0,0,0,0,1
655423,0,0,5928,0,99,0,0,0,0,1
346488,0,0,9038,0,72,0,0,0,0,1
829825,0,0,155,0,55,0,0,0,0,1
789576,0,0,680,0,68,0,0,0,0,1
234463,0,0,8692,0,53,0,0,0,0,1
602524,0,0,3243,0,60,0,0,0,0,1
661466,0,0,7211,0,24,0,0,0,0,1
512105,0,0,7184,0,55,0,0,0,0,1
354775,0,0,4092,0,92,0,0,0,0,1
191890,0,0,7560,0,97,0,0,0,0,1
253862,0,0,6187,0,2,0,0,0,0,1
592704,0,0,2726,0,41,0,0,0,0,1
479262,0,0,2476,0,49,0,0,0,0,1
830002,0,0,9731,0,78,0,0,0,0,1
811494,0,0,2444,0,80,0,0,0,0,1
637380,0,0,3201,0,87,0,0,0,0,1
796338,0,0,7148,0,86,0,0,0,0,1
197596,0,0,2581,0,89,0,0,0,0,1
295001,0,0,7814,0,82,0,0,0,0,1
270717,0,0,5799,0,50,0,0,0,0,1
268315,0,0,5236,0,21,0,0,0,0,1
659340,0,0,236,0,5,0,0,0,0,1
984566,0,0,6083,0,58,0,0,0,0,1
864774,0,0,806,0,66,0,0,0,0,1
429370,0,0,5491,0,4,0,0,0,0,1
276618,0,0,255,0,97,0,0,0,0,1
720508,0,0,4020,0,21,0,0,0,0,1
729195,0,0,895,0,2,0,0,0,0,1
453500,0,0,5772,0,66,0,0,0,0,1
705976,0,0,9831,0,41,0,0,0,0,1
697407,0,0,5650,0,41,0,0,0,0,1
258854,0,0,7932,0,67,0,0,0,0,1
779279,0,0,7412,0,21,0,0,0,0,1
724915,0,0,4055,0,27,0,0,0,0,1
398767,0,0,2600,0,71,0,0,0,0,1
275693,0,0,1249,0,73,0,0,0,0,1
682211,0,0,647,0,51,0,0,0,0,1
895635,0,0,4019,0,82,0,0,0,0,1
817408,0,0,9686,0,40,0,0,0,0,1
450653,0,0,9199,0,84,0,0,0,0,1
446498,0,0,2225,0,63,0,0,0,0,1
992912,0,0,3043,0,15,0,0,0,0,1
858976,0,0,5163,0,82,0,0,0,0,1
635107,0,0,1036,0,24,0,0,0,0,1
122928,0,0,2951,0,59,0,0,0,0,1
593297,0,0,4350,0,3,0,0,0,0,1
324517,0,0,8663,0,60,0,0,0,0,1
870532,0,0,2643,0,21,0,0,0,0,1
587408,0,0,7154,0,39,0,0,0,0,1
848694,0,0,7972,0,76,0,0,0,0,1
247506,0,0,9646,0,20,0,0,0,0,1
251676,0,0,4710,0,57,0,0,0,0,1
240581,0,0,6511,0,64,0,0,0,0,1
290385,0,0,9620,0,65,0,0,0,0,1
692646,0,0,4818,0,80,0,0,0,0,1
287118,0,0,5397,0,21,0,0,0,0,1
339466,0,0,1115,0,32,0,0,0,0,1
358012,0,0,872,0,17,0,0,0,0,1
273388,0,0,7039,0,79,0,0,0,0,1
149224,0,0,9172,0,29,0,0,0,0,1
388239,0,0,5486,0,15,0,0,0,0,1
633191,0,0,7024,0,28,0,0,0,0,1
613616,0,0,1612,0,73,0,0,0,0,1
135890,0,0,4646,0,64,0,0,0,0,1
856154,0,0,1097,0,67,0,0,0,0,1
963765,0,0,9594,0,27,0,0,0,0,1
676382,0,0,7376,0,93,0,0,0,0,1
913214,0,0,3566,0,65,0,0,0,0,1
663408,0,0,7107,0,64,0,0,0,0,1
768210,0,0,9703,0,14,0,0,0,0,1
157127,0,0,3773,0,48,0,0,0,0,1
643148,0,0,3523,0,0,0,0,0,0,1
584522,0,0,669,0,56,0,0,0,0,1
184813,0,0,3372,0,58,0,0,0,0,1
597883,0,0,1366,0,35,0,0,0,0,1
243284,0,0,917,0,98,0,0,0,0,1
282337,0,0,63,0,18,0,0,0,0,1
868222,0,0,8125,0,21,0,0,0,0,1
806571,0,0,5290,0,84,0,0,0,0,1
938798,0,0,4209,0,79,0,0,0,0,1
946262,0,0,1831,0,99,0,0,0,0,1
549101,0,0,7986,0,94,0,0,0,0,1
494492,0,0,1081,0,66,0,0,0,0,1
754870,0,0,9530,0,66,0,0,0,0,1
412664,0,0,5379,0,27,0,0,0,0,1
368445,0,0,8832,0,87,0,0,0,0,1
466026,0,0,2120,0,33,0,0,0,0,1
497464,0,0,7060,0,89,0,0,0,0,1
789026,0,0,4689,0,67,0,0,0,0,1
892738,0,0,2082,0,94,0,0,0,0,1
409367,0,0,4326,0,83,0,0,0,0,1
489875,0,0,1759,0,69,0,0,0,0,1
980488,0,0,4960,0,11,0,0,0,0,1
378726,0,0,8899,0,25,0,0,0,0,1
491255,0,0,7044,0,66,0,0,0,0,1
678030,0,0,5436,0,81,0,0,0,0,1
656840,0,0,8769,0,45,0,0,0,0,1
147521,0,0,9584,0,8,0,0,0,0,1
725226,0,0,3248,0,80,0,0,0,0,1
863796,0,0,2818,0,23,0,0,0,0,1
512878,0,0,5957,0,98,0,0,0,0,1
546572,0,0,3012,0,83,0,0,0,0,1
186297,0,0,4322,0,10,0,0,0,0,1
140253,0,0,7784,0,35,0,0,0,0,1
544576,0,0,3218,0,72,0,0,0,0,1
179348,0,0,3868,0,15,0,0,0,0,1
124225,0,0,9603,0,45,0,0,0,0,1
110164,0,0,6160,0,8,0,0,0,0,1
352953,0,0,3107,0,48,0,0,0,0,1
511062,0,0,9327,0,57,0,0,0,0,1
236450,0,0,6606,0,74,0,0,0,0,1
415065,0,0,1235,0,59,0,0,0,0,1
849842,0,0,2619,0,87,0,0,0,0,1
301910,0,0,1679,0,2,0,0,0,0,1
208314,0,0,4202,0,0,0,0,0,0,1
960699,0,0,5325,0,5,0,0,0,0,1
858519,0,0,5875,0,73,0,0,0,0,1
799972,0,0,6424,0,23,0,0,0,0,1
704933,0,0,4219,0,40,0,0,0,0,1
544943,0,0,4743,0,27,0,0,0,0,1
334260,0,0,5603,0,50,0,0,0,0,1
840094,0,0,2124,0,91,0,0,0,0,1
747740,0,0,2793,0,55,0,0,0,0,1
904840,0,0,1668,0,81,0,0,0,0,1
603346,0,0,9525,0,66,0,0,0,0,1
497335,0,0,3325,0,95,0,0,0,0,1
258101,0,0,702,0,11,0,0,0,0,1
433394,0,0,4923,0,9,0,0,0,0,1
837986,0,0,6163,0,53,0,0,0,0,1
140784,0,0,2464,0,47,0,0,0,0,1
796597,0,0,6539,0,30,0,0,0,0,1
203696,0,0,6261,0,10,0,0,0,0,1
255487,0,0,8982,0,6,0,0,0,0,1
454197,0,0,2939,0,38,0,0,0,0,1
428502,0,0,761,0,51,0,0,0,0,1
624264,0,0,1739,0,5,0,0,0,0,1
695223,0,0,7158,0,21,0,0,0,0,1
534218,0,0,9813,0,92,0,0,0,0,1
528488,0,0,9178,0,58,0,0,0,0,1
480926,0,0,573,0,56,0,0,0,0,1
646189,0,0,1005,0,8,0,0,0,0,1
883390,0,0,2753,0,95,0,0,0,0,1
920284,0,0,706,0,69,0,0,0,0,1
617810,0,0,1918,0,67,0,0,0,0,1
328014,0,0,170,0,97,0,0,0,0,1
936562,0,0,7676,0,60,0,0,0,0,1
873767,0,0,1937,0,62,0,0,0,0,1
850468,0,0,8502,0,64,0,0,0,0,1
716076,0,0,5584,0,0,0,0,0,0,1
979013,0,0,1266,0,20,0,0,0,0,1
846633,0,0,4012,0,35,0,0,0,0,1
218000,0,0,2719,0,66,0,0,0,0,1
398412,0,0,3432,0,69,0,0,0,0,1
947100,0,0,7036,0,56,0,0,0,0,1
691115,0,0,252,0,30,0,0,0,0,1
457696,0,0,4865,0,68,0,0,0,0,1
657423,0,0,2487,0,66,0,0,0,0,1
346319,0,0,3742,0,3,0,0,0,0,1
748605,0,0,8146,0,87,0,0,0,0,1
531371,0,0,5967,0,85,0,0,0,0,1
544745,0,0,9028,0,68,0,0,0,0,1
217673,0,0,4338,0,61,0,0,0,0,1
250769,0,0,2310,0,8,0,0,0,0,1
976971,0,0,3261,0,9,0,0,0,0,1
306400,0,0,7667,0,53,0,0,0,0,1
821937,0,0,1485,0,89,0,0,0,0,1
430824,0,0,5550,0,34,0,0,0,0,1
226330,0,0,6798,0,14,0,0,0,0,1
995468,0,0,5637,0,52,0,0,0,0,1
509206,0,0,196,0,92,0,0,0,0,1
645926,0,0,1193,0,21,0,0,0,0,1
367202,0,0,9284,0,32,0,0,0,0,1
787600,0,0,1826,0,73,0,0,0,0,1
774912,0,0,445,0,36,0,0,0,0,1
541910,0,0,3747,0,65,0,0,0,0,1
696670,0,0,1315,0,56,0,0,0,0,1
947275,0,0,9686,0,43,0,0,0,0,1
752185,0,0,9925,0,92,0,0,0,0,1
245897,0,0,3597,0,42,0,0,0,0,1
243407,0,0,3755,0,16,0,0,0,0,1
735334,0,0,4545,0,35,0,0,0,0,1
886333,0,0,7492,0,74,0,0,0,0,1
759922,0,0,5982,0,71,0,0,0,0,1
457819,0,0,7844,0,99,0,0,0,0,1
575923,0,0,9299,0,90,0,0,0,0,1
226350,0,0,8642,0,51,0,0,0,0,1
496591,0,0,9518,0,29,0,0,0,0,1
132427,0,0,5784,0,81,0,0,0,0,1
882152,0,0,1287,0,41,0,0,0,0,1
758290,0,0,23,0,77,0,0,0,0,1
678095,0,0,7143,0,30,0,0,0,0,1
586763,0,0,6696,0,3,0,0,0,0,1
820495,0,0,4069,0,69,0,0,0,0,1
707475,0,0,3778,0,18,0,0,0,0,1
559413,0,0,7379,0,22,0,0,0,0,1
484035,0,0,5790,0,35,0,0,0,0,1
245247,0,0,1477,0,63,0,0,0,0,1
957801,0,0,4148,0,98,0,0,0,0,1
724673,0,0,9193,0,33,0,0,0,0,1
422301,0,0,2349,0,86,0,0,0,0,1
841249,0,0,3543,0,6,0,0,0,0,1
815183,0,0,8780,0,51,0,0,0,0,1
313333,0,0,2235,0,58,0,0,0,0,1
352059,0,0,3173,0,26,0,0,0,0,1
569771,0,0,4793,0,5,0,0,0,0,1
232502,0,0,2855,0,34,0,0,0,0,1
681453,0,0,1147,0,88,0,0,0,0,1
777951,0,0,1225,0,74,0,0,0,0,1
165190,0,0,3429,0,18,0,0,0,0,1
947382,0,0,6400,0,55,0,0,0,0,1
885972,0,0,5883,0,69,0,0,0,0,1
628909,0,0,5654,0,97,0,0,0,0,1
540459,0,0,3901,0,46,0,0,0,0,1
914297,0,0,8523,0,17,0,0,0,0,1
166301,0,0,6433,0,94,0,0,0,0,1
762641,0,0,1901,0,29,0,0,0,0,1
596405,0,0,9878,0,60,0,0,0,0,1
825307,0,0,8563,0,1,0,0,0,0,1
240732,0,0,9241,0,51,0,0,0,0,1
495193,0,0,5270,0,15,0,0,0,0,1
364352,0,0,6842,0,31,0,0,0,0,1
345469,0,0,5094,0,54,0,0,0,0,1
922624,0,0,4196,0,76,0,0,0,0,1
635530,0,0,4900,0,48,0,0,0,0,1
378500,0,0,6387,0,46,0,0,0,0,1
519042,0,0,8556,0,30,0,0,0,0,1
639459,0,0,8412,0,71,0,0,0,0,1
731347,0,0,1407,0,45,0,0,0,0,1
377652,0,0,6039,0,90,0,0,0,0,1
608487,0,0,8482,0,6,0,0,0,0,1
722079,0,0,1490,0,88,0,0,0,0,1
440603,0,0,7199,0,40,0,0,0,0,1
715525,0,0,1096,0,66,0,0,0,0,1
909230,0,0,9644,0,92,0,0,0,0,1
383569,0,0,6396,0,38,0,0,0,0,1
879869,0,0,2748,0,3,0,0,0,0,1
962022,0,0,5596,0,62,0,0,0,0,1
127083,0,0,3774,0,28,0,0,0,0,1
583397,0,0,5726,0,66,0,0,0,0,1
756250,0,0,1202,0,100,0,0,0,0,1
201864,0,0,4805,0,45,0,0,0,0,1
611202,0,0,6967,0,36,0,0,0,0,1
928659,0,0,2467,0,44,0,0,0,0,1
928384,0,0,1867,0,93,0,0,0,0,1
510202,0,0,9287,0,52,0,0,0,0,1
694782,0,0,5738,0,57,0,0,0,0,1
398628,0,0,3984,0,46,0,0,0,0,1
952566,0,0,7665,0,82,0,0,0,0,1
382860,0,0,1250,0,78,0,0,0,0,1
720580,0,0,528,0,17,0,0,0,0,1
911841,0,0,2104,0,76,0,0,0,0,1
309673,0,0,5254,0,52,0,0,0,0,1
767676,0,0,3082,0,3,0,0,0,0,1
609157,0,0,769,0,69,0,0,0,0,1
252853,0,0,3252,0,58,0,0,0,0,1
223071,0,0,4499,0,87,0,0,0,0,1
200682,0,0,8687,0,95,0,0,0,0,1
474909,0,0,5028,0,96,0,0,0,0,1
619984,0,0,1515,0,42,0,0,0,0,1
675662,0,0,5305,0,15,0,0,0,0,1
576206,0,0,7634,0,28,0,0,0,0,1
255432,0,0,1042,0,68,0,0,0,0,1
377828,0,0,9373,0,78,0,0,0,0,1
742512,0,0,2771,0,63,0,0,0,0,1
752390,0,0,479,0,82,0,0,0,0,1
276897,0,0,631,0,66,0,0,0,0,1
592345,0,0,6991,0,55,0,0,0,0,1
764209,0,0,8642,0,0,0,0,0,0,1
489914,0,0,2021,0,58,0,0,0,0,1
808571,0,0,6532,0,30,0,0,0,0,1
573392,0,0,8103,0,79,0,0,0,0,1
389761,0,0,3966,0,0,0,0,0,0,1
422065,0,0,222,0,73,0,0,0,0,1
754453,0,0,516,0,52,0,0,0,0,1
511227,0,0,7239,0,87,0,0,0,0,1
871770,0,0,6074,0,61,0,0,0,0,1
429993,0,0,4370,0,60,0,0,0,0,1
459891,0,0,5051,0,67,0,0,0,0,1
303813,0,0,280,0,44,0,0,0,0,1
185792,0,0,370,0,61,0,0,0,0,1
628824,0,0,3862,0,54,0,0,0,0,1
916755,0,0,6548,0,99,0,0,0,0,1
256433,0,0,4213,0,3,0,0,0,0,1
979390,0,0,1156,0,75,0,0,0,0,1
119536,0,0,3824,0,37,0,0,0,0,1
453267,0,0,7328,0,88,0,0,0,0,1
342530,0,0,8142,0,93,0,0,0,0,1
986820,0,0,2722,0,14,0,0,0,0,1
339460,0,0,2686,0,58,0,0,0,0,1
528724,0,0,4454,0,14,0,0,0,0,1
234821,0,0,9462,0,17,0,0,0,0,1
592659,0,0,1449,0,76,0,0,0,0,1
770187,0,0,638,0,21,0,0,0,0,1
122104,0,0,7830,0,54,0,0,0,0,1
687660,0,0,9120,0,94,0,0,0,0,1
425727,0,0,2955,0,82,0,0,0,0,1
970325,0,0,9422,0,31,0,0,0,0,1
457842,0,0,9239,0,35,0,0,0,0,1
547422,0,0,9979,0,27,0,0,0,0,1
705286,0,0,2220,0,96,0,0,0,0,1
584409,0,0,8066,0,98,0,0,0,0,1
771872,0,0,1338,0,98,0,0,0,0,1
568752,0,0,1819,0,79,0,0,0,0,1
287156,0,0,2306,0,65,0,0,0,0,1
359068,0,0,9274,0,100,0,0,0,0,1
392343,0,0,7109,0,27,0,0,0,0,1
809585,0,0,2989,0,92,0,0,0,0,1
559219,0,0,9825,0,98,0,0,0,0,1
841504,0,0,2346,0,29,0,0,0,0,1
261140,0,0,864,0,49,0,0,0,0,1
510596,0,0,3065,0,75,0,0,0,0,1
162533,0,0,2836,0,8,0,0,0,0,1
922986,0,0,6483,0,9,0,0,0,0,1
700044,0,0,3849,0,40,0,0,0,0,1
815561,0,0,817,0,89,0,0,0,0,1
537185,0,0,3069,0,92,0,0,0,0,1
810090,0,0,7709,0,21,0,0,0,0,1
353795,0,0,3697,0,24,0,0,0,0,1
927387,0,0,6929,0,61,0,0,0,0,1
919526,0,0,8221,0,60,0,0,0,0,1
465715,0,0,9710,0,73,0,0,0,0,1
192403,0,0,9510,0,79,0,0,0,0,1
927862,0,0,469,0,59,0,0,0,0,1
807799,0,0,9071,0,37,0,0,0,0,1
446415,0,0,3040,0,90,0,0,0,0,1
975626,0,0,8136,0,77,0,0,0,0,1
923202,0,0,6066,0,42,0,0,0,0,1
553384,0,0,3731,0,82,0,0,0,0,1
577559,0,0,8453,0,16,0,0,0,0,1
736046,0,0,9840,0,15,0,0,0,0,1
140997,0,0,5536,0,18,0,0,0,0,1
952873,0,0,1607,0,64,0,0,0,0,1
994277,0,0,1419,0,100,0,0,0,0,1
298365,0,0,8391,0,98,0,0,0,0,1
639143,0,0,8046,0,90,0,0,0,0,1
