userid,avg_retweetcount,followers,label
595162,3,3335,1
775951,48,3984,1
326892,5,8253,1
128925,32,1173,1
425918,14,5149,1
725985,27,1665,1
242770,90,267,1
901914,23,5758,1
625240,30,8985,1
830946,72,8499,1
951777,35,8219,1
920256,66,5508,1
849228,33,7754,1
731407,5,6067,1
979090,60,4689,1
227902,96,5429,1
622353,32,5665,1
633734,35,850,1
251226,90,1136,1
655778,29,7273,1
525780,51,305,1
624993,24,5574,1
499548,41,9290,1
602160,90,1240,1
324014,71,725,1
460587,95,7428,1
563193,100,6441,1
632387,78,4892,1
908127,75,928,1
604453,55,2932,1
387228,44,235,1
807247,57,5601,1
158513,83,6533,1
556226,2,6792,1
718268,62,8550,1
461591,31,8461,1
436206,65,9991,1
731530,65,2608,1
839929,96,5021,1
603043,77,9101,1
103519,15,5844,1
948448,30,270,1
161607,54,6907,1
740477,61,3334,1
746848,18,1056,1
287026,79,950,1
283734,70,7971,1
242521,84,5096,1
469029,99,8136,1
764962,2,9111,1
923813,9,4608,1
864964,94,2200,1
400073,48,3702,1
354831,98,8422,1
492299,49,6284,1
876362,5,9220,1
382403,29,6365,1
221690,11,868,1
182731,17,2872,1
762736,25,4785,1
419437,0,3629,1
559734,14,2569,1
208439,5,8042,1
532641,55,9111,1
294322,74,4323,1
799555,88,9612,1
477020,86,5772,1
232715,24,1486,1
456828,65,2123,1
184466,72,2063,1
927011,93,6557,1
878187,65,2634,1
270401,72,2332,1
758840,30,5195,1
465288,44,8337,1
457646,19,9242,1
912992,95,8802,1
688709,46,7090,1
292265,97,8349,1
743924,74,4021,1
512994,92,143,1
365246,98,462,1
112460,8,5103,1
655922,31,6651,1
780049,79,3619,1
157505,1,651,1
797756,49,4521,1
338875,92,4825,1
994663,84,5284,1
972910,6,3933,1
143266,59,6866,1
574206,82,5624,1
989708,97,7763,1
686685,82,6347,1
804380,99,6114,1
101523,53,2971,1
965626,77,1390,1
871243,83,4585,1
414784,24,1678,1
958687,21,5492,1
785790,60,2044,1
440556,67,8614,1
600241,14,9514,1
899329,93,8173,1
838581,0,1456,1
101186,40,1634,1
128644,20,5441,1
416256,98,7928,1
198831,36,7913,1
760397,71,5078,1
437624,88,8713,1
714332,53,9086,1
765951,4,3117,1
160790,83,6723,1
426791,13,2346,1
944384,49,8424,1
441078,26,2000,1
228186,53,2278,1
710854,4,9247,1
333871,14,8527,1
543444,72,3266,1
144960,22,9477,1
657202,87,8941,1
161615,14,3333,1
893265,25,8655,1
855702,26,5528,1
309430,38,2254,1
578065,10,3922,1
927211,51,1046,1
164768,35,9537,1
263462,13,475,1
593758,31,9840,1
253404,18,8465,1
409914,21,8585,1
555424,31,7966,1
988578,25,5330,1
511829,38,7656,1
545356,41,4052,1
355872,85,9211,1
698968,62,6670,1
405237,62,9290,1
947648,97,7265,1
708139,81,6847,1
163885,94,2277,1
698227,84,9146,1
743464,40,1984,1
686357,34,5624,1
824478,84,1213,1
130299,77,7842,1
402886,98,1325,1
445081,0,888,1
323774,80,5547,1
729755,54,2974,1
520363,3,3379,1
260257,34,7313,1
970571,39,1888,1
744966,38,8954,1
944434,25,6273,1
292547,14,1052,1
576797,53,4263,1
798934,12,7793,1
472786,89,6148,1
896789,41,9273,1
839740,30,9944,1
607394,68,3431,1
795172,87,3378,1
376312,80,1478,1
423136,78,4040,1
486031,92,6838,1
479624,9,1515,1
891816,43,8839,1
753283,40,728,1
643084,50,6764,1
302476,36,5342,1
508340,70,6725,1
372699,52,3886,1
105993,56,1380,1
357109,84,2040,1
768005,77,8583,1
953503,60,5283,1
135437,4,7223,1
895006,89,9203,1
796459,93,559,1
499010,46,6367,1
422080,63,3040,1
774231,30,5317,1
534284,21,7831,1
501412,76,7452,1
556262,9,3948,1
386449,13,4035,1
977407,50,8102,1
295132,95,9461,1
111789,83,8094,1
403946,53,7885,1
131955,84,8076,1
411974,40,4581,1
161178,41,3984,1
338262,70,8102,1
115504,89,1794,1
461027,39,3815,1
533048,48,7787,1
287616,59,3333,1
718863,95,9273,1
910862,46,4807,1
293708,74,4350,1
504336,74,8969,1
463048,38,7479,1
319389,48,5964,1
209065,74,2459,1
173819,83,7174,1
904050,73,3294,1
367327,16,4198,1
106658,23,3977,1
573436,90,7894,1
500275,33,5618,1
984377,79,5111,1
322709,40,1252,1
266006,43,3240,1
583959,73,1483,1
122909,77,659,1
300139,70,3581,1
848457,29,8313,1
642744,69,4762,1
417342,94,3915,1
374996,8,6324,1
235450,90,1525,1
209621,10,9377,1
372987,75,9507,1
640644,44,6959,1
981504,66,7127,1
881671,23,6580,1
618670,27,5634,1
556407,89,1116,1
848182,46,3180,1
280095,95,4189,1
196840,20,3682,1
482826,23,5507,1
145391,68,8645,1
120991,22,7697,1
120977,85,1588,1
278483,36,7505,1
624711,35,7110,1
388375,55,5492,1
975372,85,4408,1
205777,11,5278,1
608673,5,7803,1
139333,6,4081,1
246518,27,5180,1
359955,92,8468,1
888085,78,3659,1
559081,20,6850,1
835633,13,1302,1
143262,35,7318,1
592578,17,140,1
671514,42,5413,1
177745,1,5989,1
267007,29,5102,1
484540,15,6275,1
361828,77,3952,1
993425,12,3030,1
535487,95,1622,1
561314,88,2718,1
692445,25,6266,1
342306,70,1135,1
595812,24,9842,1
965692,23,7753,1
557522,52,2543,1
330338,62,5194,1
851885,65,7337,1
672965,33,1360,1
124966,74,9039,1
709367,37,4783,1
192581,31,5715,1
694911,25,6261,1
612821,17,614,1
778589,46,7906,1
790598,60,7537,1
389030,82,3255,1
349921,28,8900,1
554553,44,873,1
569271,16,1024,1
127192,74,5914,1
239618,55,4519,1
957353,93,2318,1
190232,51,4307,1
660324,2,4758,1
968211,4,815,1
143881,15,9649,1
535269,2,2676,1
840271,94,1260,1
250857,8,9572,1
708293,84,4656,1
753203,77,8512,1
208894,84,3773,1
881338,85,942,1
281741,48,1163,1
613699,79,453,1
268844,51,1049,1
980763,83,5851,1
918316,98,4073,1
875871,52,2371,1
593540,53,2551,1
910097,34,4273,1
939914,98,9429,1
376815,23,1168,1
391301,37,3687,1
885177,89,4703,1
117837,89,2147,1
810631,55,6242,1
520898,33,6146,1
573232,93,381,1
194015,38,6405,1
272904,58,1710,1
967781,5,2228,1
909791,51,5473,1
759655,57,2200,1
710859,11,8354,1
354256,13,962,1
236233,22,791,1
123756,77,1636,1
841682,66,2263,1
894087,35,5041,1
580728,39,3505,1
657137,42,5506,1
369344,57,113,1
548136,73,321,1
356735,20,1173,1
282705,82,6219,1
568582,77,2130,1
244893,59,8998,1
299737,35,8422,1
228392,16,1119,1
267502,32,4861,1
597321,68,6044,1
417205,79,8480,1
552832,60,4314,1
401157,86,2655,1
611370,25,8289,1
384223,26,6238,1
284060,51,1745,1
171765,35,2165,1
111282,25,4319,1
383429,10,3411,1
166397,23,7574,1
347335,74,737,1
586282,85,2907,1
844419,33,6636,1
686947,97,2971,1
439426,72,1603,1
656289,21,1072,1
359268,92,9354,1
724881,78,3230,1
623314,55,5395,1
309274,1,6605,1
344441,55,3154,1
333524,52,8106,1
986633,69,8810,1
419993,7,2519,1
987276,19,9498,1
451140,49,7260,1
481360,75,895,1
180072,66,4344,1
331796,54,1937,1
371134,30,6564,1
940425,24,6587,1
736818,95,2678,1
260882,9,2138,1
400431,63,623,1
914213,56,8693,1
163606,62,2876,1
115233,46,7145,1
812507,50,1123,1
875524,9,6946,1
205884,49,7351,1
199456,59,5535,1
103031,60,5896,1
611874,13,463,1
427754,22,4672,1
800746,49,5483,1
616685,63,3973,1
960971,49,8198,1
343840,0,7378,1
698234,98,8518,1
963635,81,2330,1
914880,32,9803,1
888073,24,955,1
192577,93,5887,1
905178,20,6273,1
296230,98,1981,1
878497,82,5810,1
147533,5,719,1
595948,17,7750,1
221228,11,7196,1
521394,39,9184,1
405991,55,7028,1
436437,20,4037,1
366280,51,6481,1
114328,61,1404,1
700378,70,2764,1
119970,85,3809,1
171346,30,5020,1
284962,9,8143,1
906677,19,91,1
244927,13,7776,1
728782,21,6671,1
440397,10,885,1
713313,89,5919,1
903421,49,6036,1
465299,57,494,1
157949,49,3487,1
499234,36,9121,1
396778,39,9934,1
926588,13,1727,1
550226,18,4786,1
345401,17,4777,1
426708,29,9082,1
602045,61,2671,1
103846,98,2415,1
717951,84,1316,1
639063,78,1261,1
464500,18,2439,1
493019,31,6938,1
266244,1,330,1
521171,95,1431,1
975731,28,6594,1
923019,41,7725,1
936776,18,9556,1
245381,9,8262,1
576033,93,7109,1
276205,20,3255,1
623383,34,4919,1
235297,3,5622,1
318722,55,6252,1
519824,54,6509,1
160684,37,7048,1
160201,3,1134,1
791003,11,1631,1
568339,14,7643,1
986030,40,9510,1
635685,65,7537,1
423021,48,3327,1
331783,40,3822,1
377080,8,4075,1
128658,2,3738,1
819843,25,8464,1
388316,3,8444,1
187505,22,6409,1
370976,55,5995,1
765811,17,3735,1
640945,86,1056,1
476442,67,3960,1
378571,35,6165,1
191578,83,9455,1
762798,93,1749,1
585255,89,3419,1
773614,62,1865,1
163611,90,3797,1
655276,94,4646,1
354729,89,7880,1
807724,20,7953,1
654830,48,4785,1
959832,66,9235,1
777667,11,1552,1
337066,99,9597,1
578808,86,8000,1
748682,69,4937,1
735856,46,2107,1
795108,91,606,1
112287,7,9818,1
388865,25,4291,1
167911,77,8269,1
670119,4,3620,1
948973,80,8073,1
712538,41,7329,1
534993,75,6961,1
753711,84,5215,1
492468,49,8417,1
704915,30,3069,1
445425,89,6261,1
826737,19,3655,1
803171,79,8246,1
895684,45,4670,1
767303,31,9784,1
520653,98,9890,1
406864,2,697,1
995537,11,3686,1
426402,81,9390,1
755300,90,9421,1
869940,48,6942,1
788324,39,752,1
935253,69,5204,1
562018,56,4024,1
907016,31,6231,1
376725,80,7978,1
753060,38,649,1
867500,54,3478,1
937526,66,9016,1
861399,44,5441,1
317119,58,8014,1
683951,75,7918,1
175376,56,9584,1
168642,69,1421,1
863790,80,7106,1
469327,73,5617,1
397026,78,8742,1
532778,79,1640,1
588937,31,3544,1
611361,20,6054,1
217748,100,1635,1
175324,32,5668,1
695450,69,4231,1
879175,56,8172,1
742231,31,4616,1
956298,69,3754,1
494746,82,8670,1
751923,3,2908,1
673403,63,4785,1
484507,6,9818,1
810222,8,944,1
504450,84,9527,1
600395,8,4285,1
886659,100,5758,1
901457,4,9917,1
312803,4,49,1
896731,7,9817,1
405062,93,1372,1
306373,60,8397,1
649109,9,850,1
649468,1,8559,1
597409,24,1282,1
898347,49,2562,1
998647,9,2978,1
922966,53,2846,1
891108,42,617,1
656227,88,8640,1
568813,35,9006,1
932924,61,2495,1
152926,1,7170,1
858577,6,7172,1
120171,87,943,1
847551,49,4752,1
334094,78,6452,1
903817,19,152,1
673001,76,9822,1
330796,86,1057,1
816610,11,2176,1
560913,26,591,1
162058,11,4714,1
660223,60,9983,1
884996,44,7384,1
311793,34,7457,1
954198,17,1318,1
440018,33,4772,1
302806,41,1536,1
916283,12,3658,1
535208,20,8052,1
314712,44,5842,1
257380,30,1515,1
594482,25,8709,1
584856,14,7323,1
936057,85,1233,1
583608,68,790,1
770285,38,1692,1
708287,40,7987,1
154559,95,8881,1
987711,96,3988,1
169692,50,4678,1
265110,79,7880,1
142164,78,3003,1
219524,34,5169,1
879938,63,7743,1
552349,24,6807,1
728874,92,1891,1
378984,27,9126,1
577560,81,1857,1
734632,89,2526,1
262227,24,8723,1
589083,5,2037,1
353958,46,2453,1
984519,23,8268,1
224035,59,2975,1
152582,85,7244,1
942473,93,5523,1
162449,54,1184,1
829756,93,3225,1
303649,77,7128,1
515532,78,8029,1
175293,82,8622,1
908534,80,4616,1
915625,45,9989,1
581057,89,162,1
814253,75,907,1
164583,95,7053,1
433787,52,1612,1
182112,73,9608,1
548494,56,8350,1
521769,0,1775,1
768059,70,731,1
130454,55,1724,1
670564,56,7473,1
883292,100,2617,1
730390,28,9212,1
475727,76,473,1
569103,4,413,1
299707,3,8688,1
636482,98,9356,1
576302,2,9881,1
925820,93,2827,1
928621,65,1322,1
560859,25,5619,1
741005,34,7765,1
836933,10,7820,1
473941,93,8131,1
869797,79,4224,1
722342,14,3725,1
482329,60,4531,1
636954,86,6672,1
710849,17,892,1
366773,71,5545,1
752481,81,7658,1
658284,7,584,1
552469,81,558,1
723913,11,6997,1
653153,2,9097,1
913088,35,5512,1
581121,15,5746,1
413942,41,2611,1
941286,89,8950,1
520138,93,700,1
792104,68,6253,1
772434,22,7499,1
386335,63,5855,1
271300,25,285,1
612284,47,2170,1
931234,0,6084,1
559811,36,9907,1
278051,88,2738,1
832117,51,5663,1
464318,99,8533,1
179058,26,9763,1
918015,78,2983,1
659035,20,9943,1
546464,85,525,1
109902,16,5891,1
587789,79,2158,1
576695,16,1916,1
195540,66,7599,1
908248,51,3429,1
509771,66,1932,1
445339,27,6721,1
861057,23,3986,1
396289,57,2182,1
904648,89,9728,1
539427,65,9491,1
735829,58,3873,1
959004,71,4861,1
935491,22,3954,1
571765,90,4459,1
742675,24,7705,1
862638,99,8573,1
182428,40,5748,1
587102,67,958,1
424910,90,9061,1
311891,29,62,1
313158,96,9006,1
504635,89,4797,1
402871,87,2907,1
192614,76,5127,1
249556,73,8758,1
844539,37,5758,1
847013,47,4327,1
134670,31,4822,1
232038,81,6574,1
762863,34,168,1
642205,92,2808,1
562752,68,6138,1
216916,68,7582,1
267652,34,2274,1
105656,15,2238,1
348915,73,2406,1
672043,92,3588,1
651362,89,9663,1
805592,26,2640,1
965388,57,1334,1
176873,81,4089,1
365848,88,595,1
809611,76,139,1
870129,86,1664,1
949056,83,3820,1
724159,33,1357,1
956408,53,4277,1
486008,23,3346,1
319788,94,6844,1
991327,35,5505,1
710644,51,5812,1
169535,40,9057,1
863240,98,5563,1
438117,68,4120,1
205414,19,1822,1
408163,6,7692,1
187217,38,2143,1
988924,47,8774,1
398025,86,2543,1
476405,15,8822,1
169154,67,9596,1
940792,83,1946,1
352911,11,3648,1
553342,57,9088,1
292508,63,1686,1
434740,77,1159,1
131405,96,7582,1
649860,91,9222,1
482727,36,7187,1
567671,84,7737,1
835653,61,9038,1
858139,67,3212,1
308446,0,1933,1
830158,83,7083,1
338027,78,1663,1
720214,18,4558,1
730182,17,4993,1
313867,65,7916,1
337727,20,9405,1
342020,22,2194,1
598508,14,8342,1
191907,83,7367,1
789836,74,9912,1
112262,66,569,1
321046,69,4572,1
940037,71,3577,1
465557,42,4314,1
849077,63,5331,1
711622,60,5955,1
972185,15,5604,1
426725,40,8198,1
157611,11,5807,1
505447,95,9219,1
752766,0,5479,1
554101,13,2207,1
280043,72,739,1
173724,100,4760,1
505276,95,4030,1
244837,89,5328,1
158055,84,1457,1
691746,65,9096,1
905936,38,6684,1
430416,57,2476,1
421182,27,251,1
690429,91,4662,1
829851,21,5981,1
524166,8,5557,1
957804,83,5181,1
947388,93,4425,1
706050,40,4536,1
379141,26,4489,1
486814,35,979,1
489531,92,7951,1
592886,56,8050,1
155561,58,5513,1
181774,76,2356,1
991401,81,7120,1
740919,67,3973,1
751565,90,4846,1
353173,89,8112,1
520451,69,9407,1
519102,4,4466,1
603686,30,1713,1
123741,86,4997,1
924798,82,6797,1
529006,83,9829,1
459322,88,4888,1
428324,97,109,1
325673,97,9211,1
367690,72,2623,1
616670,0,8330,1
538758,48,8781,1
517051,27,6345,1
524873,84,4019,1
505938,65,2950,1
895152,90,3023,1
953927,81,2500,1
240389,32,1717,1
856690,96,9691,1
340022,15,2884,1
763527,17,9268,1
730427,19,5393,1
295552,4,7465,1
469999,83,7718,1
607302,25,188,1
618694,90,4538,1
298527,49,6213,1
117646,71,2501,1
640246,68,3834,1
151412,95,5444,1
576908,29,4597,1
124485,4,2066,1
373312,70,3308,1
841985,53,5489,1
998002,91,1646,1
818509,62,2461,1
829671,99,4138,1
954322,93,1068,1
614576,98,2084,1
855659,86,5970,1
471231,37,250,1
980892,1,6906,1
668732,53,6322,1
142849,22,5204,1
324267,31,4791,1
328183,28,7734,1
790905,80,984,1
241585,100,1298,1
440060,72,1634,1
823628,37,1405,1
603335,89,8309,1
122589,24,471,1
996965,89,5826,1
626234,36,3040,1
713043,54,2698,1
817005,15,6013,1
576919,73,1880,1
678153,9,9731,1
459650,58,7159,1
510994,35,8557,1
280186,41,1923,1
478422,33,3866,1
563866,89,142,1
710587,42,5380,1
658290,66,9376,1
416036,26,296,1
807098,48,1675,1
605954,70,8801,1
809651,60,6649,1
655599,65,6640,1
961660,18,976,1
959144,79,8859,1
255047,42,228,1
252748,63,4165,1
531010,64,977,1
188541,99,568,1
840236,94,9724,1
962809,48,7294,1
551377,47,8488,1
771185,73,5167,1
396381,9,3981,1
441833,65,5217,1
697343,78,6393,1
251840,18,9199,1
856695,30,2151,1
504131,17,2226,1
924328,26,1227,1
420230,63,9289,1
285438,67,8644,1
798313,85,3718,1
284998,52,1304,1
315104,68,9272,1
540931,1,4059,1
247121,51,3618,1
655065,78,5124,1
758653,25,539,1
714747,46,8307,1
285738,54,3224,1
345418,61,3600,1
828143,27,6376,1
262961,89,1512,1
218316,30,4044,1
418116,58,9763,1
986386,93,2424,1
507050,45,4262,1
705031,36,673,1
623297,100,7914,1
908926,91,3054,1
310627,74,5942,1
670603,97,5214,1
528495,72,7145,1
707209,28,7270,1
674584,59,9653,1
249786,77,1654,1
845650,48,741,1
172061,92,5260,1
725242,4,4577,1
569417,68,2353,1
448746,57,7229,1
707456,99,6986,1
252456,92,5442,1
941955,30,2871,1
328135,14,4175,1
734833,3,1359,1
747184,92,6344,1
679203,97,2413,1
269573,74,6867,1
332779,1,6195,1
482296,1,951,1
725599,65,2743,1
328841,2,8643,1
693267,1,9016,1
214620,88,4934,1
250520,51,573,1
170347,38,1786,1
451315,80,8497,1
242480,12,8064,1
695903,79,8511,1
332731,62,4237,1
445687,41,6457,1
654696,80,9763,1
923252,100,368,1
105170,86,3521,1
267832,65,2870,1
990361,17,2870,1
109599,53,7133,1
205890,34,7330,1
697118,21,5338,1
113694,48,8843,1
962525,50,9639,1
897592,49,9132,1
656038,72,7335,1
976844,69,9607,1
758938,60,74,1
969072,87,5023,1
691814,40,3197,1
549596,36,1630,1
752534,34,637,1
242357,37,4838,1
279379,17,5889,1
256497,56,7569,1
430245,27,1989,1
214239,49,1782,1
466917,90,9418,1
699240,88,2961,1
773747,7,2636,1
734820,93,6828,1
172918,46,6148,1
877764,61,7923,1
308152,73,3869,1
251321,22,43,1
874921,43,76,1
681443,2,6313,1
669240,15,3711,1
413343,18,1685,1
891784,85,4308,1
798017,51,571,1
799569,70,1692,1
546315,14,8935,1
930705,96,5180,1
170958,7,1706,1
425806,74,8205,1
312341,66,4349,1
937129,94,1223,1
257324,43,912,1
805881,73,8175,1
499159,10,842,1
868679,88,8389,1
737042,87,7741,1
288358,65,2851,1
564864,77,1786,1
765994,58,6785,1
674164,85,2082,1
983986,47,393,1
459866,42,5393,1
588703,6,1119,1
224355,79,909,1
152883,23,4412,1
231287,75,8342,1
442407,39,5026,1
733837,53,7677,1
112880,30,9516,1
361459,15,9481,1
157709,92,1781,1
831019,30,3499,1
239805,75,6339,1
544940,83,84,1
811955,20,2872,1
185426,66,4780,1
158935,40,2572,1
798503,62,9522,1
561769,30,9360,1
962950,69,3234,1
454712,14,4456,1
414063,15,1335,1
410127,11,3267,1
805498,26,4064,1
390687,44,8774,1
325170,25,4418,1
908347,60,9073,1
481793,87,6583,1
376803,72,2696,1
944737,13,2968,1
273776,36,6674,1
962492,76,1229,1
565239,17,4251,1
262248,72,4380,1
479059,59,1755,1
998246,87,8007,1
978713,42,4621,1
103833,42,4723,1
551465,98,6201,1
600726,73,5717,1
465646,12,684,1
596140,40,1256,1
359969,24,8627,1
268557,59,9953,1
572397,21,1042,1
749135,73,8352,1
548040,18,2998,1
437435,49,7271,1
130803,87,4265,1
941464,100,8939,1
364473,76,5494,1
907933,50,3662,1
773994,18,9937,1
991723,36,7468,1
969661,32,7605,1
434620,83,4740,1
919336,88,1400,1
589304,39,5997,1
102874,37,4007,1
107699,55,248,1
266412,68,3371,1
471339,11,1077,1
116613,100,2758,1
174974,97,7719,1
356284,1,2858,1
138743,55,6277,1
559295,11,9293,1
845151,11,9740,1
431814,48,8,1
283176,24,9358,1
457411,27,940,1
930642,26,3014,1
612967,11,4128,1
137112,63,2501,1
487524,99,4746,1
186746,34,4901,1
827084,74,9706,1
679031,74,5869,1
357826,62,2792,1
668612,34,5111,1
963523,15,3635,1
489615,46,4626,1
143683,51,5581,1
172346,11,9437,1
354371,73,5317,1
806904,13,628,1
142634,73,5743,1
954898,69,3084,1
108418,83,347,1
506012,70,5543,1
273422,25,4068,1
810933,82,7346,1
744144,70,2890,1
128802,11,6777,1
100130,56,5810,1
559630,50,9726,1
150036,53,8269,1
929642,10,4344,1
289116,31,8472,1
529732,57,8378,1
743224,27,477,1
601624,45,6494,1
792698,17,5793,1
569767,12,7651,1
280421,21,6403,1
957941,17,8714,1
926851,16,6820,1
881004,36,4563,1
634955,4,5619,1
527143,39,687,1
764868,80,9560,1
739454,89,6001,1
353265,31,7356,1
730408,30,4743,1
581993,85,6366,1
266360,3,5531,1
970551,99,7758,1
218326,6,6812,1
795783,15,7927,1
523549,33,480,1
998106,42,480,1
304899,8,6099,1
526090,20,4536,1
747454,67,5811,1
746908,66,9396,1
875461,48,1500,1
324481,52,1571,1
231676,88,4868,1
660416,77,6529,1
407099,92,7403,1
873682,90,7872,1
119248,93,4194,1
177086,31,4779,1
550583,65,6645,1
230941,39,5178,1
228792,3,7041,1
282979,5,5308,1
911092,31,2405,1
964048,27,6276,1
699751,5,3382,1
240188,54,800,1
459165,20,6065,1
168194,54,2029,1
651231,10,3134,1
294118,10,8845,1
326377,5,1347,1
550525,42,2583,1
889771,54,6473,1
247522,9,5909,1
172120,76,5870,1
539366,56,8872,1
868488,22,6256,1
312712,94,4677,1
373112,74,116,1
994973,42,5739,1
429394,91,8412,1
113105,69,1572,1
965319,23,2952,1
100067,11,394,1
793452,86,2799,1
447101,25,5597,1
524383,7,4063,1
425097,71,6250,1
621916,21,5131,1
947047,28,8827,1
722605,17,4342,1
704086,14,2270,1
942153,100,2550,1
562484,5,2486,1
797282,53,347,1
182042,99,4604,1
107498,59,6126,1
991736,79,3515,1
406027,0,1643,1
651004,3,816,1
148041,46,4424,1
947858,46,7919,1
198920,12,9101,1
845280,81,2992,1
239585,56,7915,1
490959,51,7898,1
695385,60,5129,1
275547,61,4011,1
868081,82,3106,1
489502,25,8191,1
324001,48,5151,1
664598,76,7922,1
184212,94,3749,1
274088,35,1204,1
423919,10,1569,1
516513,77,480,1
223124,22,7232,1
264671,21,9263,1
944315,65,8808,1
761600,78,4411,1
963300,93,7479,1
163460,89,2773,1
113220,37,9229,1
167092,65,4921,1
152121,36,8177,1
557402,66,925,1
845760,75,5151,1
932208,12,8210,1
166074,38,406,1
834540,49,3220,1
778809,93,1529,1
443259,24,3906,1
366564,46,40,1
928140,32,6873,1
605197,38,7372,1
365323,96,2838,1
102527,46,961,1
259658,34,1872,1
118713,24,806,1
466299,1,517,1
329072,92,7472,1
574805,32,6243,1
525463,70,213,1
188226,41,1928,1
713119,21,6872,1
796645,52,7238,1
634658,67,7778,1
168459,30,758,1
394029,44,5428,1
849125,47,4656,1
541023,47,7129,1
474466,67,1077,1
797910,0,4471,1
145289,22,6971,1
348827,90,4880,1
231130,1,5371,1
235185,25,4406,1
541532,41,2230,1
826035,14,5531,1
409595,12,4492,1
344199,35,6862,1
804270,6,5663,1
432977,36,1030,1
582503,89,8924,1
955099,12,2223,1
872305,30,3922,1
319694,84,9104,1
832680,55,5465,1
773241,83,4309,1
798713,52,5884,1
219087,11,2743,1
542481,2,8425,1
537344,89,4725,1
689977,8,2069,1
231941,3,4096,1
123151,7,1411,1
152367,60,9390,1
866550,72,1601,1
219227,55,8195,1
770350,80,5804,1
539762,26,3329,1
817478,90,7970,1
951059,20,6243,1
624151,86,3992,1
429181,53,1950,1
448039,95,1265,1
997732,13,6787,1
218828,10,5017,1
809482,34,8870,1
672657,71,1984,1
808935,95,2333,1
924285,93,1336,1
837637,66,8076,1
784100,71,3351,1
379890,79,7831,1
955056,2,3139,1
605645,67,588,1
498224,67,7501,1
304980,99,7730,1
992144,18,1902,1
940377,91,8280,1
595289,16,437,1
348479,94,6761,1
662503,93,6386,1
275508,18,1975,1
783218,8,3368,1
185231,76,5535,1
389877,65,1533,1
579814,73,2465,1
160152,97,6643,1
439380,14,7849,1
497863,97,8531,1
120148,66,7158,1
833987,46,1958,1
540532,0,6932,1
878508,68,9172,1
990434,93,8507,1
692618,28,6054,1
109437,60,9315,1
512844,3,3963,1
604869,6,334,1
350551,20,5703,1
171688,76,948,1
358471,30,1941,1
735567,29,9103,1
180674,23,105,1
222530,42,3948,1
777318,63,3754,1
584738,87,2777,1
676295,15,3697,1
937593,36,6542,1
669594,54,9613,1
523697,94,9077,1
351280,84,8436,1
524874,8,3179,1
543830,4,4920,1
986213,19,6260,1
218048,86,69,1
723156,69,9586,1
879888,64,8312,1
787847,82,1618,1
588074,63,6007,1
726189,82,8065,1
176462,6,2657,1
704217,85,6381,1
749832,84,2081,1
191831,96,8480,1
767659,7,9958,1
134145,46,8582,1
737843,20,5976,1
628891,68,3528,1
500909,64,7282,1
825850,38,9931,1
418030,68,6750,1
315815,75,790,1
849772,79,6646,1
639617,66,8120,1
314438,50,4163,1
727450,56,1089,1
636660,55,2966,1
415667,19,5936,1
488944,99,4323,1
428467,12,3023,1
260723,10,5420,1
781984,3,6517,1
608079,6,3996,1
324658,95,1279,1
393688,54,6285,1
597538,58,6333,1
916390,86,3875,1
165568,57,4620,1
102009,99,4151,1
438189,68,9415,1
869111,62,3129,1
615617,78,7916,1
536730,36,2510,1
536118,100,3197,1
492387,35,1225,1
919362,75,3883,1
973315,55,9345,1
245005,36,6776,1
772232,43,1524,1
669930,4,8239,1
860060,52,588,1
947411,34,6016,1
412315,17,9505,1
724907,84,1750,1
341556,87,2046,1
945900,22,394,1
350337,11,9650,1
744640,0,6591,1
548564,73,1501,1
354596,99,6729,1
905437,99,2145,1
196314,55,9123,1
665178,57,1787,1
190692,5,3415,1
479529,84,6977,1
612184,0,7253,1
105290,84,1695,1
229511,75,5610,1
527582,85,2475,1
301459,44,3350,1
258296,92,384,1
958366,21,7700,1
476507,75,7498,1
829262,5,4202,1
457289,60,9745,1
676652,72,6940,1
492157,62,4507,1
202427,85,7186,1
114709,75,575,1
353973,31,7583,1
275619,65,7778,1
417983,62,5362,1
255820,48,9534,1
849417,61,7532,1
781024,33,958,1
693728,64,6069,1
666348,95,9023,1
113725,0,9438,1
797793,48,3652,1
405028,44,5988,1
323453,6,4857,1
317036,6,8806,1
951211,21,652,1
957171,63,6952,1
415894,0,1389,1
974573,36,7909,1
545782,33,6041,1
914793,46,3417,1
379838,71,417,1
440711,70,4973,1
836876,40,6225,1
374108,99,6755,1
947505,85,529,1
876747,86,4234,1
355491,44,1039,1
580773,30,3567,1
680330,61,7471,1
869479,31,4265,1
385227,69,9815,1
939512,71,8242,1
962817,56,3315,1
925753,37,7645,1
641813,43,2211,1
912618,63,8060,1
697186,25,1598,1
751470,92,1713,1
266328,47,1252,1
845059,77,6334,1
108553,12,9662,1
971196,49,8177,1
598332,3,9600,1
283746,62,5289,1
401081,22,681,1
256702,14,1922,1
460041,45,1687,1
290124,59,2371,1
455288,99,9888,1
650210,37,7187,1
483941,33,2854,1
836912,87,1564,1
517706,7,5614,1
843617,40,5269,1
319592,26,1407,1
755669,64,3440,1
589866,13,5509,1
586420,12,567,1
384858,98,5816,1
279311,63,9679,1
437139,51,7776,1
706493,8,7634,1
740700,78,6819,1
432487,74,8170,1
594063,6,7058,1
296018,58,8864,1
799867,70,194,1
530807,46,3072,1
332447,42,7745,1
